dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.0,0.0068,0.10569999,,,MASFIN
2.0,0.0068,0.10569999,1.0,2024-01-23,MASFIN
2.0,0.0069,0.10569999,1.0,2024-01-23,MASFIN
2.0,0.0069,0.1001,1.0,2024-01-23,MASFIN
2.0,0.0069,0.1001,,,MASFIN
2.0,0.0070999996,0.1001,1.0,2024-01-23,MASFIN
1.02,0.0037,0.1001,0.51,2024-09-04,MASFIN
1.02,0.0036000002,0.1,0.51,2024-09-04,MASFIN
1.02,0.0034999999,0.1,0.51,2024-09-04,MASFIN
1.02,0.0034999999,0.1,,,MASFIN
1.02,0.0034,0.1,0.51,2024-09-04,MASFIN
