earningsGrowth,revenueGrowth,symbol,Date
-0.388,-0.216,JAGSNPHARM,2024-07-07
-0.388,-0.216,JAGSNPHARM,2024-07-13
-0.388,-0.216,JAGSNPHARM,2024-07-20
-0.388,-0.216,JAGSNPHARM,2024-07-27
-0.388,-0.216,JAGSNPHARM,2024-08-03
-0.323,0.045,JAGSNPHARM,2024-08-10
-0.323,0.021,JAGSNPHARM,2024-08-17
-0.323,0.021,JAGSNPHARM,2024-08-24
-0.323,0.021,JAGSNPHARM,2024-09-01
-0.323,0.021,JAGSNPHARM,2024-09-08
-0.323,0.021,JAGSNPHARM,2024-09-15
-0.323,0.021,JAGSNPHARM,2024-09-21
-0.323,0.021,JAGSNPHARM,2024-09-28
-0.323,0.021,JAGSNPHARM,2024-10-05
-0.323,0.021,JAGSNPHARM,2024-10-12
-0.323,0.021,JAGSNPHARM,2024-10-19
