earningsGrowth,revenueGrowth,symbol,Date
0.184,0.338,REDTAPE,2024-07-07
0.184,0.338,REDTAPE,2024-07-13
0.184,0.338,REDTAPE,2024-07-20
0.184,0.338,REDTAPE,2024-07-27
0.184,0.338,REDTAPE,2024-08-03
0.184,0.338,REDTAPE,2024-08-10
0.184,0.338,REDTAPE,2024-08-17
-0.343,0.122,REDTAPE,2024-08-24
-0.343,0.122,REDTAPE,2024-09-01
-0.343,0.122,REDTAPE,2024-09-08
-0.343,0.122,REDTAPE,2024-09-15
-0.343,0.122,REDTAPE,2024-09-21
-0.343,0.122,REDTAPE,2024-09-28
-0.343,0.122,REDTAPE,2024-10-05
-0.343,0.122,REDTAPE,2024-10-12
-0.343,0.122,REDTAPE,2024-10-19
