earningsGrowth,revenueGrowth,symbol,Date
,-0.903,TAINWALCHM,2024-07-07
,-0.903,TAINWALCHM,2024-07-13
,-0.903,TAINWALCHM,2024-07-20
,-0.903,TAINWALCHM,2024-07-27
2.0,-0.761,TAINWALCHM,2024-08-03
2.0,-0.761,TAINWALCHM,2024-08-10
2.0,-0.761,TAINWALCHM,2024-08-17
2.0,-0.761,TAINWALCHM,2024-08-24
2.0,-0.761,TAINWALCHM,2024-09-01
2.0,-0.761,TAINWALCHM,2024-09-08
2.0,-0.761,TAINWALCHM,2024-09-15
2.0,-0.761,TAINWALCHM,2024-09-21
2.0,-0.761,TAINWALCHM,2024-09-28
2.0,-0.761,TAINWALCHM,2024-10-05
2.0,-0.761,TAINWALCHM,2024-10-12
2.0,-0.761,TAINWALCHM,2024-10-19
