earningsGrowth,revenueGrowth,symbol,Date
,-0.194,FMNL,2024-07-07
,-0.194,FMNL,2024-07-13
,-0.194,FMNL,2024-07-20
,-0.194,FMNL,2024-07-27
,-0.194,FMNL,2024-08-03
,-0.194,FMNL,2024-08-10
,-0.194,FMNL,2024-08-17
7.907,0.098,FMNL,2024-08-24
7.907,0.098,FMNL,2024-09-01
7.907,0.098,FMNL,2024-09-08
7.907,0.098,FMNL,2024-09-15
7.907,0.098,FMNL,2024-09-21
7.907,0.098,FMNL,2024-09-28
7.907,0.098,FMNL,2024-10-05
7.907,0.098,FMNL,2024-10-12
7.907,0.098,FMNL,2024-10-19
