earningsGrowth,revenueGrowth,symbol,Date
,-0.661,GUJAPOLLO,2024-07-07
,-0.661,GUJAPOLLO,2024-07-13
,-0.661,GUJAPOLLO,2024-07-20
,-0.661,GUJAPOLLO,2024-07-27
,-0.661,GUJAPOLLO,2024-08-03
,-0.661,GUJAPOLLO,2024-08-10
,-0.661,GUJAPOLLO,2024-08-17
0.225,-0.354,GUJAPOLLO,2024-08-24
0.225,-0.354,GUJAPOLLO,2024-09-01
0.225,-0.354,GUJAPOLLO,2024-09-08
0.225,-0.354,GUJAPOLLO,2024-09-15
0.225,-0.354,GUJAPOLLO,2024-09-21
0.225,-0.354,GUJAPOLLO,2024-09-28
0.225,-0.354,GUJAPOLLO,2024-10-05
0.225,-0.354,GUJAPOLLO,2024-10-12
0.225,-0.354,GUJAPOLLO,2024-10-19
