earningsGrowth,revenueGrowth,symbol,Date
,1.199,NOIDATOLL,2024-07-07
,1.199,NOIDATOLL,2024-07-13
,1.199,NOIDATOLL,2024-07-20
,1.199,NOIDATOLL,2024-07-27
,1.199,NOIDATOLL,2024-08-03
,1.199,NOIDATOLL,2024-08-10
,2.091,NOIDATOLL,2024-08-17
,2.091,NOIDATOLL,2024-08-24
,2.091,NOIDATOLL,2024-09-01
,2.091,NOIDATOLL,2024-09-08
,2.091,NOIDATOLL,2024-09-15
,2.091,NOIDATOLL,2024-09-21
,2.091,NOIDATOLL,2024-09-28
,2.091,NOIDATOLL,2024-10-05
,2.091,NOIDATOLL,2024-10-12
,2.091,NOIDATOLL,2024-10-19
