dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
52.0,0.0342,0.8987,18.0,2024-05-07,HCLTECH
52.0,0.033299997,0.8987,18.0,2024-05-07,HCLTECH
48.0,0.0301,0.8592,18.0,2024-05-07,HCLTECH
48.0,0.0294,0.8592,12.0,2024-07-23,HCLTECH
48.0,0.0298,0.8592,12.0,2024-07-23,HCLTECH
48.0,0.030199999,0.8592,12.0,2024-07-23,HCLTECH
48.0,0.0295,0.8592,12.0,2024-07-23,HCLTECH
48.0,0.028900001,0.8592,12.0,2024-07-23,HCLTECH
48.0,0.0274,0.8592,12.0,2024-07-23,HCLTECH
48.0,0.026500002,0.8592,12.0,2024-07-23,HCLTECH
48.0,0.0276,0.8592,12.0,2024-07-23,HCLTECH
48.0,0.027,0.8592,12.0,2024-07-23,HCLTECH
48.0,0.026099999,0.8592,12.0,2024-07-23,HCLTECH
48.0,0.025799999,0.871,12.0,2024-07-23,HCLTECH
